allele,gene_family,refseq_nucleotide_accession,subclass
blaCTX-M-73,blaCTX-M,NG_049025.1,CEPHALOSPORIN
blaCTX-M-74,blaCTX-M,NG_049026.1,CEPHALOSPORIN
blaCTX-M-75,blaCTX-M,NG_049027.1,CEPHALOSPORIN
blaCTX-M-76,blaCTX-M,NG_049028.1,CEPHALOSPORIN
blaCTX-M-77,blaCTX-M,NG_049029.1,CEPHALOSPORIN
blaCTX-M-78,blaCTX-M,NG_049030.1,CEPHALOSPORIN
blaCTX-M-79,blaCTX-M,NG_049031.1,CEPHALOSPORIN
blaCTX-M-8,blaCTX-M,NG_049032.1,CEPHALOSPORIN
blaCTX-M-80,blaCTX-M,NG_049033.1,CEPHALOSPORIN
blaCTX-M-81,blaCTX-M,NG_049034.1,CEPHALOSPORIN
blaCTX-M-82,blaCTX-M,NG_049035.1,CEPHALOSPORIN
blaCTX-M-83,blaCTX-M,NG_049036.1,CEPHALOSPORIN
blaCTX-M-84,blaCTX-M,NG_049037.1,CEPHALOSPORIN
blaCTX-M-85,blaCTX-M,NG_049038.1,CEPHALOSPORIN
blaCTX-M-86,blaCTX-M,NG_049039.1,CEPHALOSPORIN
blaCTX-M-87,blaCTX-M,NG_049040.1,CEPHALOSPORIN
blaCTX-M-88,blaCTX-M,NG_049041.2,CEPHALOSPORIN
blaCTX-M-89,blaCTX-M,NG_049042.1,CEPHALOSPORIN
blaCTX-M-9,blaCTX-M,NG_049043.1,CEPHALOSPORIN
blaCTX-M-90,blaCTX-M,NG_049044.1,CEPHALOSPORIN
blaCTX-M-91,blaCTX-M,NG_049045.1,CEPHALOSPORIN
blaCTX-M-92,blaCTX-M,NG_049046.1,CEPHALOSPORIN
blaCTX-M-93,blaCTX-M,NG_049047.1,CEPHALOSPORIN
blaCTX-M-94,blaCTX-M,NG_049048.1,CEPHALOSPORIN
blaCTX-M-95,blaCTX-M,NG_049049.1,CEPHALOSPORIN
blaCTX-M-96,blaCTX-M,NG_049050.1,CEPHALOSPORIN
blaCTX-M-97,blaCTX-M,NG_049051.1,CEPHALOSPORIN
blaCTX-M-98,blaCTX-M,NG_049052.1,CEPHALOSPORIN
blaCTX-M-99,blaCTX-M,NG_049053.1,CEPHALOSPORIN
blaCVI-1,blaCVI,NG_067986.1,CARBAPENEM
blaDES-1,blaDES,NG_049054.1,BETA-LACTAM
blaDHA-1,blaDHA,NG_049055.1,CEPHALOSPORIN
blaDHA-10,blaDHA,NG_049056.1,CEPHALOSPORIN
blaDHA-12,blaDHA,NG_049057.1,CEPHALOSPORIN
blaDHA-13,blaDHA,NG_049058.1,CEPHALOSPORIN
blaDHA-14,blaDHA,NG_049059.1,CEPHALOSPORIN
blaDHA-15,blaDHA,NG_049060.1,CEPHALOSPORIN
blaDHA-16,blaDHA,NG_049061.1,CEPHALOSPORIN
blaDHA-17,blaDHA,NG_049062.1,CEPHALOSPORIN
blaDHA-18,blaDHA,NG_049063.1,CEPHALOSPORIN
blaDHA-19,blaDHA,NG_049064.1,CEPHALOSPORIN
blaDHA-2,blaDHA,NG_049065.1,CEPHALOSPORIN
blaDHA-20,blaDHA,NG_049066.1,CEPHALOSPORIN
blaDHA-21,blaDHA,NG_049067.1,CEPHALOSPORIN
blaDHA-22,blaDHA,NG_049068.1,CEPHALOSPORIN
blaDHA-23,blaDHA,NG_049069.1,CEPHALOSPORIN
blaDHA-24,blaDHA,NG_049070.1,CEPHALOSPORIN
blaDHA-25,blaDHA,NG_052903.1,CEPHALOSPORIN
blaDHA-26,blaDHA,NG_057482.1,CEPHALOSPORIN
blaDHA-27,blaDHA,NG_057481.1,CEPHALOSPORIN
blaDHA-28,blaDHA,NG_063839.1,CEPHALOSPORIN
blaDHA-29,blaDHA,NG_065868.1,CEPHALOSPORIN
blaDHA-3,blaDHA,NG_049071.1,CEPHALOSPORIN
blaDHA-4,blaDHA,NG_049072.1,CEPHALOSPORIN
blaDHA-5,blaDHA,NG_049073.1,CEPHALOSPORIN
blaDHA-6,blaDHA,NG_049074.1,CEPHALOSPORIN
blaDHA-7,blaDHA,NG_049075.1,CEPHALOSPORIN
blaDHA-9,blaDHA,NG_049076.1,CEPHALOSPORIN
blaMOR-2,blaDHA,NG_049310.1,CEPHALOSPORIN
blaDHT2-1,blaDHT2,NG_062233.1,CARBAPENEM
blaDIM-1,blaDIM,NG_049077.1,CARBAPENEM
NA,blaE,NG_047493.1,BETA-LACTAM
blaEAM-1,blaEAM,NG_062208.1,CARBAPENEM
blaEBR-1,blaEBR,NG_049078.1,CARBAPENEM
blaEBR-2,blaEBR,NG_057443.1,CARBAPENEM
blaEBR-3,blaEBR,NG_066507.1,CARBAPENEM
NA,blaEC,NG_047495.1,BETA-LACTAM
NA,blaEC,NG_047496.1,BETA-LACTAM
NA,blaEC,NG_047494.1,BETA-LACTAM
blaEC-13,blaEC,NG_049079.1,CEPHALOSPORIN
blaEC-14,blaEC,NG_049080.1,CEPHALOSPORIN
blaEC-15,blaEC,NG_049081.1,CEPHALOSPORIN
blaEC-16,blaEC,NG_049082.1,CEPHALOSPORIN
blaEC-18,blaEC,NG_049083.1,CEPHALOSPORIN
blaEC-19,blaEC,NG_049084.1,CEPHALOSPORIN
blaEC-5,blaEC,NG_049085.1,CEPHALOSPORIN
blaEC-8,blaEC,NG_049086.1,CEPHALOSPORIN
blaECM-1,blaECM,NG_062207.1,CARBAPENEM
blaECV-1,blaECV,NG_059320.1,CARBAPENEM
blaEFM-1,blaEFM,NG_062204.1,CARBAPENEM
blaELM-1,blaELM,NG_062206.1,CARBAPENEM
blaERP-1,blaERP,NG_049087.1,CEPHALOSPORIN
blaESP-1,blaESP,NG_049088.1,CARBAPENEM
blaEVM-1,blaEVM,NG_062205.1,CARBAPENEM
NA,blaF,NG_047497.1,BETA-LACTAM
blaFAR-1,blaFAR,NG_049089.2,BETA-LACTAM
blaFEZ-1,blaFEZ,NG_049090.1,CARBAPENEM
blaFIA-1,blaFIA,NG_057437.1,CARBAPENEM
blaFIM-1,blaFIM,NG_049091.1,CARBAPENEM
blaFONA-1,blaFONA,NG_049092.1,BETA-LACTAM
blaFONA-2,blaFONA,NG_049093.1,BETA-LACTAM
blaFONA-3,blaFONA,NG_049094.1,BETA-LACTAM
blaFONA-4,blaFONA,NG_049095.1,BETA-LACTAM
blaFONA-5,blaFONA,NG_049096.1,BETA-LACTAM
blaFONA-6,blaFONA,NG_049097.1,BETA-LACTAM
blaSFO-1,blaFONA,NG_049982.1,BETA-LACTAM
blaFOX-1,blaFOX,NG_049098.1,CEPHALOSPORIN
blaFOX-10,blaFOX,NG_049099.1,CEPHALOSPORIN
blaFOX-12,blaFOX,NG_049100.1,CEPHALOSPORIN
blaFOX-13,blaFOX,NG_049101.1,CEPHALOSPORIN
blaFOX-14,blaFOX,NG_050814.1,CEPHALOSPORIN
blaFOX-15,blaFOX,NG_059334.1,CEPHALOSPORIN
blaFOX-16,blaFOX,NG_057480.1,CEPHALOSPORIN
blaFOX-17,blaFOX,NG_068170.1,CEPHALOSPORIN
blaFOX-2,blaFOX,NG_049102.1,CEPHALOSPORIN
blaFOX-3,blaFOX,NG_049103.1,CEPHALOSPORIN
blaFOX-4,blaFOX,NG_049104.1,CEPHALOSPORIN
blaFOX-5,blaFOX,NG_049105.1,CEPHALOSPORIN
blaFOX-7,blaFOX,NG_049106.1,CEPHALOSPORIN
blaFOX-8,blaFOX,NG_049107.1,CEPHALOSPORIN
blaFOX-9,blaFOX,NG_049108.1,CEPHALOSPORIN
blaFPH-1,blaFPH,NG_054658.1,CARBAPENEM
blaFLC-1,blaFRI,NG_065869.1,CARBAPENEM
blaFRI-1,blaFRI,NG_049109.1,CARBAPENEM
blaFRI-2,blaFRI,NG_055010.1,CARBAPENEM
blaFRI-3,blaFRI,NG_054683.1,CARBAPENEM
blaFRI-4,blaFRI,NG_055267.1,CARBAPENEM
blaFRI-5,blaFRI,NG_057488.1,CARBAPENEM
blaFRI-6,blaFRI,NG_063840.1,CARBAPENEM
blaFRI-7,blaFRI,NG_064722.1,CARBAPENEM
blaFRI-8,blaFRI,NG_065423.1,CARBAPENEM
blaFRI-9,blaFRI,NG_065424.1,CARBAPENEM
blaFTU-1,blaFTU,NG_049110.1,BETA-LACTAM
blaGES-1,blaGES,NG_049111.1,CEPHALOSPORIN
blaGES-10,blaGES,NG_049112.1,CEPHALOSPORIN
blaGES-11,blaGES,NG_049113.1,CEPHALOSPORIN
blaGES-12,blaGES,NG_049114.1,CEPHALOSPORIN
blaGES-13,blaGES,NG_049115.1,CEPHALOSPORIN
blaGES-14,blaGES,NG_049116.1,CARBAPENEM
blaGES-15,blaGES,NG_049117.1,CARBAPENEM
blaGES-16,blaGES,NG_049118.1,CARBAPENEM
blaGES-17,blaGES,NG_049119.1,CEPHALOSPORIN
blaGES-18,blaGES,NG_049120.1,CARBAPENEM
blaGES-19,blaGES,NG_049121.1,CEPHALOSPORIN
blaGES-2,blaGES,NG_049122.1,CARBAPENEM
blaGES-20,blaGES,NG_049123.1,CARBAPENEM
blaGES-21,blaGES,NG_049124.1,CARBAPENEM
blaGES-22,blaGES,NG_049125.1,CEPHALOSPORIN
blaGES-23,blaGES,NG_049126.1,CEPHALOSPORIN
blaGES-24,blaGES,NG_049127.1,CARBAPENEM
blaGES-25,blaGES,NG_049128.1,CEPHALOSPORIN
blaGES-26,blaGES,NG_049129.1,CEPHALOSPORIN
blaGES-27,blaGES,NG_049130.1,CEPHALOSPORIN
blaGES-28,blaGES,NG_049131.1,CEPHALOSPORIN
blaGES-29,blaGES,NG_049132.1,CEPHALOSPORIN
blaGES-3,blaGES,NG_049133.1,CEPHALOSPORIN
blaGES-30,blaGES,NG_049134.1,CEPHALOSPORIN
blaGES-31,blaGES,NG_049135.1,CEPHALOSPORIN
blaGES-32,blaGES,NG_051512.1,CEPHALOSPORIN
blaGES-33,blaGES,NG_054709.1,CEPHALOSPORIN
blaGES-34,blaGES,NG_056177.1,CEPHALOSPORIN
blaGES-35,blaGES,NG_060520.1,CEPHALOSPORIN
blaGES-36,blaGES,NG_060521.1,CEPHALOSPORIN
blaGES-37,blaGES,NG_060522.1,CEPHALOSPORIN
blaGES-38,blaGES,NG_062215.1,CEPHALOSPORIN
blaGES-39,blaGES,NG_062216.1,CEPHALOSPORIN
blaGES-4,blaGES,NG_049136.1,CARBAPENEM
blaGES-40,blaGES,NG_062356.1,CEPHALOSPORIN
blaGES-41,blaGES,NG_065425.1,CEPHALOSPORIN
blaGES-42,blaGES,NG_065870.1,CEPHALOSPORIN
blaGES-43,blaGES,NG_065871.1,CEPHALOSPORIN
blaGES-5,blaGES,NG_049137.1,CARBAPENEM
blaGES-6,blaGES,NG_049138.1,CARBAPENEM
blaGES-7,blaGES,NG_049139.1,CEPHALOSPORIN
blaGES-8,blaGES,NG_049140.1,CEPHALOSPORIN
blaGES-9,blaGES,NG_049141.1,CEPHALOSPORIN
blaGIL-1,blaGIL,NG_049142.1,BETA-LACTAM
blaGIM-1,blaGIM,NG_049143.1,CARBAPENEM
blaGIM-2,blaGIM,NG_049144.1,CARBAPENEM
blaGOB-1,blaGOB,NG_049145.1,CARBAPENEM
blaGOB-10,blaGOB,NG_049146.1,CARBAPENEM
blaGOB-11,blaGOB,NG_049147.1,CARBAPENEM
blaGOB-12,blaGOB,NG_049148.1,CARBAPENEM
blaGOB-13,blaGOB,NG_049149.1,CARBAPENEM
blaGOB-14,blaGOB,NG_049150.1,CARBAPENEM
blaGOB-15,blaGOB,NG_049151.1,CARBAPENEM
blaGOB-16,blaGOB,NG_049152.1,CARBAPENEM
blaGOB-17,blaGOB,NG_049153.1,CARBAPENEM
blaGOB-18,blaGOB,NG_049154.1,CARBAPENEM
blaGOB-19,blaGOB,NG_067222.1,CARBAPENEM
blaGOB-20,blaGOB,NG_067987.1,CARBAPENEM
blaGOB-21,blaGOB,NG_067988.1,CARBAPENEM
blaGOB-22,blaGOB,NG_067989.1,CARBAPENEM
blaGOB-23,blaGOB,NG_067990.1,CARBAPENEM
blaGOB-24,blaGOB,NG_067991.1,CARBAPENEM
blaGOB-25,blaGOB,NG_067992.1,CARBAPENEM
blaGOB-26,blaGOB,NG_067993.1,CARBAPENEM
blaGOB-27,blaGOB,NG_067994.1,CARBAPENEM
blaGOB-28,blaGOB,NG_068171.1,CARBAPENEM
blaGOB-29,blaGOB,NG_067995.1,CARBAPENEM
blaGOB-30,blaGOB,NG_067996.1,CARBAPENEM
blaGOB-31,blaGOB,NG_067997.1,CARBAPENEM
blaGOB-32,blaGOB,NG_067998.1,CARBAPENEM
blaGOB-33,blaGOB,NG_067999.1,CARBAPENEM
blaGOB-34,blaGOB,NG_068000.1,CARBAPENEM
blaGOB-35,blaGOB,NG_068001.1,CARBAPENEM
blaGOB-36,blaGOB,NG_068002.1,CARBAPENEM
blaGOB-37,blaGOB,NG_068003.1,CARBAPENEM
blaGOB-38,blaGOB,NG_068004.1,CARBAPENEM
blaGOB-39,blaGOB,NG_068005.1,CARBAPENEM
blaGOB-40,blaGOB,NG_068006.1,CARBAPENEM
blaGOB-41,blaGOB,NG_068007.1,CARBAPENEM
blaGOB-42,blaGOB,NG_068008.2,CARBAPENEM
blaGOB-43,blaGOB,NG_068009.1,CARBAPENEM
blaGOB-44,blaGOB,NG_068010.1,CARBAPENEM
blaGOB-45,blaGOB,NG_068172.1,CARBAPENEM
blaGOB-46,blaGOB,NG_068011.1,CARBAPENEM
blaGOB-47,blaGOB,NG_068223.1,CARBAPENEM
blaGOB-48,blaGOB,NG_068012.1,CARBAPENEM
blaGOB-49,blaGOB,NG_068013.1,CARBAPENEM
blaGOB-5,blaGOB,NG_050654.1,CARBAPENEM
blaGOB-50,blaGOB,NG_068014.1,CARBAPENEM
blaGOB-51,blaGOB,NG_068015.1,CARBAPENEM
blaGOB-7,blaGOB,NG_050655.1,CARBAPENEM
blaGOB-8,blaGOB,NG_049155.1,CARBAPENEM
blaGOB-9,blaGOB,NG_049156.1,CARBAPENEM
blaGPC-1,blaGPC,NG_057489.1,CARBAPENEM
blaGRD23-1,blaGRD23,NG_062239.1,CARBAPENEM
blaGRD33-1,blaGRD33,NG_062238.1,CARBAPENEM
blaHER-1,blaHER,NG_049157.1,BETA-LACTAM
blaHER-2,blaHER,NG_049158.1,BETA-LACTAM
blaHER-3,blaHER,NG_049159.1,BETA-LACTAM
blaHER-4,blaHER,NG_049160.1,BETA-LACTAM
blaHER-5,blaHER,NG_049161.1,BETA-LACTAM
blaHER-6,blaHER,NG_049162.1,BETA-LACTAM
blaHER-8,blaHER,NG_049163.1,BETA-LACTAM
blaHMB-1,blaHMB,NG_052225.1,CARBAPENEM
NA,blaI,NG_047499.1,BETA-LACTAM
blaIDC-1,blaIDC,NG_068174.1,BETA-LACTAM
blaIDC-2,blaIDC,NG_068175.1,BETA-LACTAM
blaIMI-1,blaIMI,NG_049164.1,CARBAPENEM
blaIMI-12,blaIMI,NG_050720.1,CARBAPENEM
blaIMI-13,blaIMI,NG_055491.1,CARBAPENEM
blaIMI-14,blaIMI,NG_052863.1,CARBAPENEM
blaIMI-15,blaIMI,NG_054694.1,CARBAPENEM
blaIMI-16,blaIMI,NG_055504.1,CARBAPENEM
blaIMI-17,blaIMI,NG_055819.1,CARBAPENEM
blaIMI-18,blaIMI,NG_064723.1,CARBAPENEM
blaIMI-19,blaIMI,NG_065426.1,CARBAPENEM
blaIMI-2,blaIMI,NG_049165.1,CARBAPENEM
blaIMI-3,blaIMI,NG_049166.1,CARBAPENEM
blaIMI-4,blaIMI,NG_049167.1,CARBAPENEM
blaIMI-5,blaIMI,NG_054695.1,CARBAPENEM
blaIMI-6,blaIMI,NG_049168.1,CARBAPENEM
blaIMI-7,blaIMI,NG_049169.1,CARBAPENEM
blaIMI-8,blaIMI,NG_049170.1,CARBAPENEM
blaIMI-9,blaIMI,NG_049171.1,CARBAPENEM
blaNMC-A,blaIMI,NG_049342.1,CARBAPENEM
blaIMP-1,blaIMP,NG_049172.1,CARBAPENEM
blaIMP-10,blaIMP,NG_049173.1,CARBAPENEM
blaIMP-11,blaIMP,NG_049174.1,CARBAPENEM
blaIMP-12,blaIMP,NG_049175.1,CARBAPENEM
blaIMP-13,blaIMP,NG_049176.1,CARBAPENEM
blaIMP-14,blaIMP,NG_049177.1,CARBAPENEM
blaIMP-15,blaIMP,NG_049178.1,CARBAPENEM
blaIMP-16,blaIMP,NG_049179.1,CARBAPENEM
blaIMP-17,blaIMP,NG_049180.1,CARBAPENEM
blaIMP-18,blaIMP,NG_049181.1,CARBAPENEM
blaIMP-19,blaIMP,NG_049182.1,CARBAPENEM
blaIMP-2,blaIMP,NG_049183.1,CARBAPENEM
blaIMP-20,blaIMP,NG_049184.1,CARBAPENEM
blaIMP-21,blaIMP,NG_049185.1,CARBAPENEM
blaIMP-22,blaIMP,NG_049186.1,CARBAPENEM
blaIMP-23,blaIMP,NG_049187.1,CARBAPENEM
blaIMP-24,blaIMP,NG_049188.1,CARBAPENEM
blaIMP-25,blaIMP,NG_049189.1,CARBAPENEM
blaIMP-26,blaIMP,NG_049190.1,CARBAPENEM
blaIMP-27,blaIMP,NG_049191.1,CARBAPENEM
blaIMP-28,blaIMP,NG_049192.1,CARBAPENEM
blaIMP-29,blaIMP,NG_049193.1,CARBAPENEM
blaIMP-3,blaIMP,NG_049194.1,CARBAPENEM
blaIMP-30,blaIMP,NG_049195.1,CARBAPENEM
blaIMP-31,blaIMP,NG_049196.1,CARBAPENEM
blaIMP-32,blaIMP,NG_049197.1,CARBAPENEM
blaIMP-33,blaIMP,NG_049198.1,CARBAPENEM
blaIMP-34,blaIMP,NG_049199.1,CARBAPENEM
blaIMP-35,blaIMP,NG_049200.1,CARBAPENEM
blaIMP-37,blaIMP,NG_049201.1,CARBAPENEM
blaIMP-38,blaIMP,NG_049202.1,CARBAPENEM
blaIMP-39,blaIMP,NG_064724.1,CARBAPENEM
blaIMP-4,blaIMP,NG_049203.1,CARBAPENEM
blaIMP-40,blaIMP,NG_049204.1,CARBAPENEM
blaIMP-41,blaIMP,NG_049205.1,CARBAPENEM
blaIMP-42,blaIMP,NG_049206.1,CARBAPENEM
blaIMP-43,blaIMP,NG_049207.1,CARBAPENEM
blaIMP-44,blaIMP,NG_049208.1,CARBAPENEM
blaIMP-45,blaIMP,NG_049209.1,CARBAPENEM
blaIMP-46,blaIMP,NG_064725.1,CARBAPENEM
blaIMP-48,blaIMP,NG_049210.1,CARBAPENEM
blaIMP-49,blaIMP,NG_049211.1,CARBAPENEM
blaIMP-5,blaIMP,NG_049212.1,CARBAPENEM
blaIMP-51,blaIMP,NG_049213.1,CARBAPENEM
blaIMP-52,blaIMP,NG_049214.1,CARBAPENEM
blaIMP-53,blaIMP,NG_049215.1,CARBAPENEM
blaIMP-54,blaIMP,NG_049216.1,CARBAPENEM
blaIMP-55,blaIMP,NG_049217.1,CARBAPENEM
blaIMP-56,blaIMP,NG_049218.1,CARBAPENEM
blaIMP-58,blaIMP,NG_049219.1,CARBAPENEM
blaIMP-59,blaIMP,NG_055477.1,CARBAPENEM
blaIMP-6,blaIMP,NG_049220.1,CARBAPENEM
blaIMP-60,blaIMP,NG_050945.1,CARBAPENEM
blaIMP-61,blaIMP,NG_051166.1,CARBAPENEM
blaIMP-62,blaIMP,NG_051513.1,CARBAPENEM
blaIMP-63,blaIMP,NG_052049.1,CARBAPENEM
blaIMP-64,blaIMP,NG_054710.1,CARBAPENEM
blaIMP-65,blaIMP,NG_066508.1,CARBAPENEM
blaIMP-66,blaIMP,NG_054676.1,CARBAPENEM
blaIMP-67,blaIMP,NG_055271.1,CARBAPENEM
blaIMP-68,blaIMP,NG_055584.1,CARBAPENEM
blaIMP-69,blaIMP,NG_055665.1,CARBAPENEM
blaIMP-7,blaIMP,NG_049221.1,CARBAPENEM
blaIMP-70,blaIMP,NG_056176.1,CARBAPENEM
blaIMP-71,blaIMP,NG_056414.1,CARBAPENEM
blaIMP-73,blaIMP,NG_057463.1,CARBAPENEM
blaIMP-74,blaIMP,NG_057606.1,CARBAPENEM
blaIMP-75,blaIMP,NG_057607.1,CARBAPENEM
blaIMP-76,blaIMP,NG_061409.1,CARBAPENEM
blaIMP-77,blaIMP,NG_061410.1,CARBAPENEM
blaIMP-78,blaIMP,NG_061411.1,CARBAPENEM
blaIMP-79,blaIMP,NG_061626.1,CARBAPENEM
blaIMP-8,blaIMP,NG_049222.1,CARBAPENEM
blaIMP-80,blaIMP,NG_062274.1,CARBAPENEM
blaIMP-81,blaIMP,NG_065947.1,CARBAPENEM
blaIMP-82,blaIMP,NG_065873.1,CARBAPENEM
blaIMP-83,blaIMP,NG_065874.1,CARBAPENEM
blaIMP-84,blaIMP,NG_065875.1,CARBAPENEM
blaIMP-85,blaIMP,NG_066696.1,CARBAPENEM
blaIMP-9,blaIMP,NG_049223.1,CARBAPENEM
blaCGB-1,blaIND,NG_051689.1,CARBAPENEM
blaIND-1,blaIND,NG_049224.1,CARBAPENEM
blaIND-10,blaIND,NG_049225.1,CARBAPENEM
blaIND-11,blaIND,NG_049226.1,CARBAPENEM
blaIND-12,blaIND,NG_049227.1,CARBAPENEM
blaIND-14,blaIND,NG_049228.1,CARBAPENEM
blaIND-15,blaIND,NG_049229.1,CARBAPENEM
blaIND-16,blaIND,NG_054943.1,CARBAPENEM
blaIND-2,blaIND,NG_049230.1,CARBAPENEM
blaIND-2a,blaIND,NG_049231.1,CARBAPENEM
blaIND-3,blaIND,NG_049232.1,CARBAPENEM
blaIND-4,blaIND,NG_049233.1,CARBAPENEM
blaIND-5,blaIND,NG_049234.1,CARBAPENEM
blaIND-6,blaIND,NG_049235.1,CARBAPENEM
blaIND-7,blaIND,NG_049236.1,CARBAPENEM
blaIND-8,blaIND,NG_049237.1,CARBAPENEM
blaIND-9,blaIND,NG_049238.1,CARBAPENEM
blaJOHN-1,blaJOHN,NG_049239.1,CARBAPENEM
blaKHM-1,blaKHM,NG_049240.1,CARBAPENEM
blaKLUC-1,blaKLUC,NG_049241.1,CEPHALOSPORIN
blaKLUC-2,blaKLUC,NG_049242.1,CEPHALOSPORIN
blaKLUC-3,blaKLUC,NG_062209.1,CEPHALOSPORIN
blaKLUC-4,blaKLUC,NG_062210.1,CEPHALOSPORIN
blaKLUC-5,blaKLUC,NG_062249.1,CEPHALOSPORIN
blaKPC-10,blaKPC,NG_049243.1,CARBAPENEM
blaKPC-11,blaKPC,NG_049244.1,CARBAPENEM
blaKPC-12,blaKPC,NG_049245.1,CARBAPENEM
blaKPC-13,blaKPC,NG_049246.1,CARBAPENEM
blaKPC-14,blaKPC,NG_049247.1,CEPHALOSPORIN
blaKPC-15,blaKPC,NG_049248.1,CARBAPENEM
blaKPC-16,blaKPC,NG_049249.1,CARBAPENEM
blaKPC-17,blaKPC,NG_049250.1,CARBAPENEM
blaKPC-18,blaKPC,NG_049251.1,CARBAPENEM
blaKPC-19,blaKPC,NG_049252.1,CARBAPENEM
blaKPC-2,blaKPC,NG_049253.1,CARBAPENEM
blaKPC-21,blaKPC,NG_049254.1,CARBAPENEM
blaKPC-22,blaKPC,NG_049255.1,CARBAPENEM
blaKPC-23,blaKPC,NG_060569.1,CARBAPENEM
blaKPC-24,blaKPC,NG_049256.1,CARBAPENEM
blaKPC-25,blaKPC,NG_051167.1,CARBAPENEM
blaKPC-26,blaKPC,NG_051469.1,CARBAPENEM
blaKPC-27,blaKPC,NG_052862.1,CARBAPENEM
blaKPC-28,blaKPC,NG_052581.1,CEPHALOSPORIN
blaKPC-29,blaKPC,NG_055580.1,CARBAPENEM
blaKPC-3,blaKPC,NG_049257.1,CARBAPENEM
blaKPC-30,blaKPC,NG_054685.1,CARBAPENEM
blaKPC-31,blaKPC,NG_055494.1,CARBAPENEM
blaKPC-32,blaKPC,NG_055495.1,CARBAPENEM
blaKPC-33,blaKPC,NG_056170.1,CARBAPENEM
blaKPC-34,blaKPC,NG_057447.1,CARBAPENEM
blaKPC-35,blaKPC,NG_060524.1,CARBAPENEM
blaKPC-36,blaKPC,NG_061389.1,CARBAPENEM
blaKPC-37,blaKPC,NG_061612.1,CARBAPENEM
blaKPC-38,blaKPC,NG_062357.1,CARBAPENEM
blaKPC-39,blaKPC,NG_063841.1,CARBAPENEM
blaKPC-4,blaKPC,NG_049258.1,CARBAPENEM
blaKPC-40,blaKPC,NG_064726.1,CARBAPENEM
blaKPC-41,blaKPC,NG_065876.1,CARBAPENEM
blaKPC-42,blaKPC,NG_064727.1,CARBAPENEM
blaKPC-43,blaKPC,NG_064728.1,CARBAPENEM
blaKPC-44,blaKPC,NG_065427.1,CARBAPENEM
blaKPC-45,blaKPC,NG_065877.1,CARBAPENEM
blaKPC-46,blaKPC,NG_065878.1,CARBAPENEM
blaKPC-5,blaKPC,NG_049259.1,CARBAPENEM
blaKPC-50,blaKPC,NG_068507.1,CARBAPENEM
blaKPC-51,blaKPC,NG_067224.1,CARBAPENEM
blaKPC-52,blaKPC,NG_067225.1,CARBAPENEM
blaKPC-53,blaKPC,NG_068176.1,CARBAPENEM
blaKPC-54,blaKPC,NG_067226.1,CARBAPENEM
blaKPC-55,blaKPC,NG_068177.1,CARBAPENEM
blaKPC-56,blaKPC,NG_068016.1,CARBAPENEM
blaKPC-57,blaKPC,NG_068508.1,CARBAPENEM
blaKPC-58,blaKPC,NG_070177.1,CARBAPENEM
blaKPC-59,blaKPC,NG_070178.1,CARBAPENEM
blaKPC-6,blaKPC,NG_049260.1,CARBAPENEM
blaKPC-60,blaKPC,NG_070179.1,CARBAPENEM
blaKPC-61,blaKPC,NG_070180.1,CARBAPENEM
blaKPC-7,blaKPC,NG_049261.1,CARBAPENEM
blaKPC-8,blaKPC,NG_049262.1,CARBAPENEM
NA,blaL,NG_050939.1,BETA-LACTAM
NA,blaL,NG_050596.1,BETA-LACTAM
NA,blaL,NG_050597.1,BETA-LACTAM
NA,blaL1,NG_047506.1,CARBAPENEM
NA,blaL1,NG_047501.1,CARBAPENEM
NA,blaL1,NG_047502.1,CARBAPENEM
NA,blaL1,NG_047503.1,CARBAPENEM
NA,blaL1,NG_047504.1,CARBAPENEM
NA,blaL1,NG_047505.1,CARBAPENEM
NA,blaL1,NG_047507.1,CARBAPENEM
NA,blaL1,NG_047508.1,CARBAPENEM
NA,blaL1,NG_047509.1,CARBAPENEM
NA,blaL1,NG_047510.1,CARBAPENEM
NA,blaL1,NG_047511.1,CARBAPENEM
NA,blaL1,NG_047512.1,CARBAPENEM
NA,blaL1,NG_047513.1,CARBAPENEM
NA,blaL1,NG_047514.1,CARBAPENEM
NA,blaL1,NG_047515.1,CARBAPENEM
NA,blaL1,NG_047516.1,CARBAPENEM
NA,blaL1,NG_047517.1,CARBAPENEM
NA,blaL2,NG_047518.1,BETA-LACTAM
blaLAP-1,blaLAP,NG_049263.1,BETA-LACTAM
blaLAP-2,blaLAP,NG_049264.1,BETA-LACTAM
blaLAT-1,blaLAT,NG_049265.1,CEPHALOSPORIN
blaLAT-3,blaLAT,NG_049266.1,CEPHALOSPORIN
blaLCR-1,blaLCR,NG_049267.1,BETA-LACTAM
blaLEN-1,blaLEN,NG_049268.1,BETA-LACTAM
blaLEN-10,blaLEN,NG_050775.1,BETA-LACTAM
blaLEN-11,blaLEN,NG_050776.1,BETA-LACTAM
blaLEN-12,blaLEN,NG_066697.1,BETA-LACTAM
blaLEN-13,blaLEN,NG_050777.1,BETA-LACTAM
blaLEN-15,blaLEN,NG_049269.1,BETA-LACTAM
blaLEN-16,blaLEN,NG_049270.1,BETA-LACTAM
blaLEN-17,blaLEN,NG_049271.1,BETA-LACTAM
blaLEN-18,blaLEN,NG_049272.1,BETA-LACTAM
blaLEN-19,blaLEN,NG_049273.1,BETA-LACTAM
